Comment_ID,Task_ID,Employee_ID,Comment_Text,Comment_Type,Visibility,Created_DateTime,Edited,Sentiment,Likes
CMT006081,TASK-10536,EMP116,Fix developed and submitted for code review.,Deployment,Internal,2024-07-28 12:09:22,No,Neutral,1
CMT006082,TASK-16872,EMP458,Customer confirmed the fix.,Testing,Internal,2026-06-14 16:59:20,Yes,Positive,7
CMT006083,TASK-18209,EMP187,Unable to reproduce the reported issue.,Investigation,Public,2025-11-19 12:20:33,No,Negative,8
CMT006084,TASK-16415,EMP172,Deployment completed in UAT.,Investigation,Public,2024-10-11 10:44:19,Yes,Positive,6
CMT006085,TASK-14230,EMP489,Performance optimization implemented.,Update,Public,2024-11-12 19:47:54,No,Positive,0
CMT006086,TASK-13181,EMP199,Performance optimization implemented.,Review,Public,2025-10-04 20:57:47,Yes,Neutral,2
CMT006087,TASK-15555,EMP064,Security validation completed.,Deployment,Public,2025-02-09 14:55:23,Yes,Negative,1
CMT006088,TASK-12050,EMP051,Unable to reproduce the reported issue.,Testing,Public,2025-07-17 02:34:13,Yes,Neutral,3
CMT006089,TASK-15425,EMP432,Monitoring the application after deployment.,Customer Reply,Public,2024-10-14 02:45:34,Yes,Neutral,9
CMT006090,TASK-15987,EMP039,Customer confirmed the fix.,Review,Public,2025-03-22 08:45:04,No,Neutral,9
CMT006091,TASK-18828,EMP268,Dependency updated successfully.,Investigation,Internal,2025-10-29 23:50:42,No,Neutral,4
CMT006092,TASK-13724,EMP325,Unable to reproduce the reported issue.,Customer Reply,Public,2025-04-12 14:31:54,No,Neutral,2
CMT006093,TASK-19757,EMP073,Deployment completed in UAT.,Customer Reply,Internal,2026-04-18 01:06:40,Yes,Negative,7
CMT006094,TASK-14884,EMP309,Deployment completed in UAT.,Investigation,Internal,2025-07-10 09:12:11,No,Neutral,3
CMT006095,TASK-16214,EMP446,Production deployment scheduled.,Testing,Internal,2025-05-02 00:02:42,Yes,Neutral,0
CMT006096,TASK-16739,EMP450,Task blocked due to external dependency.,Customer Reply,Public,2026-01-04 22:11:22,Yes,Positive,1
CMT006097,TASK-17452,EMP185,Testing completed successfully.,Review,Public,2025-12-08 08:40:12,No,Negative,10
CMT006098,TASK-13347,EMP416,Issue reproduced successfully.,Testing,Internal,2025-08-10 21:14:03,No,Negative,1
CMT006099,TASK-19289,EMP033,API response time has improved.,Deployment,Public,2026-05-10 00:30:53,No,Negative,8
CMT006100,TASK-18900,EMP050,Task blocked due to external dependency.,Deployment,Internal,2025-09-15 20:15:30,Yes,Negative,10
CMT006101,TASK-18609,EMP138,Task blocked due to external dependency.,Update,Internal,2025-12-13 08:05:58,No,Positive,6
CMT006102,TASK-16838,EMP103,Deployment completed in UAT.,Investigation,Public,2026-03-28 09:12:46,Yes,Neutral,2
CMT006103,TASK-11948,EMP128,Deployment completed in UAT.,Testing,Internal,2025-02-21 02:21:46,Yes,Neutral,9
CMT006104,TASK-12270,EMP417,Root cause identified and under analysis.,Deployment,Internal,2026-05-22 12:18:37,Yes,Positive,10
CMT006105,TASK-11121,EMP343,Additional logs have been attached.,Deployment,Public,2025-10-18 04:20:32,No,Neutral,10
CMT006106,TASK-11871,EMP100,Production deployment scheduled.,Update,Public,2025-08-03 11:52:49,Yes,Neutral,2
CMT006107,TASK-13352,EMP396,Deployment completed in UAT.,Customer Reply,Internal,2026-01-15 04:54:12,No,Negative,6
CMT006108,TASK-12937,EMP202,Root cause identified and under analysis.,Customer Reply,Public,2025-04-18 14:42:11,Yes,Neutral,1
CMT006109,TASK-14515,EMP097,Monitoring the application after deployment.,Review,Public,2025-03-17 17:44:36,Yes,Positive,3
CMT006110,TASK-18036,EMP401,Root cause identified and under analysis.,Deployment,Public,2025-02-27 19:38:55,Yes,Positive,3
CMT006111,TASK-19395,EMP461,Unable to reproduce the reported issue.,Update,Internal,2025-05-13 10:03:59,Yes,Neutral,6
CMT006112,TASK-12784,EMP234,Waiting for QA validation.,Update,Public,2025-10-22 20:29:43,No,Neutral,8
CMT006113,TASK-13046,EMP369,Issue reproduced successfully.,Update,Public,2024-12-12 11:08:12,Yes,Negative,0
CMT006114,TASK-15575,EMP444,Additional logs have been attached.,Customer Reply,Internal,2026-01-06 22:18:56,Yes,Neutral,7
CMT006115,TASK-19336,EMP261,Customer confirmed the fix.,Investigation,Public,2025-01-08 15:32:52,Yes,Positive,10
CMT006116,TASK-14971,EMP391,Code review completed successfully.,Customer Reply,Public,2024-12-25 20:38:38,Yes,Negative,9
CMT006117,TASK-11708,EMP498,Unable to reproduce the reported issue.,Deployment,Public,2025-10-12 18:48:27,Yes,Neutral,5
CMT006118,TASK-10296,EMP486,Deployment completed in UAT.,Customer Reply,Internal,2026-04-15 14:09:39,Yes,Negative,3
CMT006119,TASK-15993,EMP334,Changes deployed to the development environment.,Investigation,Internal,2025-05-13 10:50:35,Yes,Positive,7
CMT006120,TASK-14886,EMP185,Security validation completed.,Update,Public,2025-06-19 03:32:39,Yes,Positive,1
CMT006121,TASK-12532,EMP496,Task blocked due to external dependency.,Investigation,Internal,2026-07-06 13:51:55,Yes,Negative,8
CMT006122,TASK-16466,EMP076,Performance optimization implemented.,Customer Reply,Internal,2025-02-27 17:46:35,Yes,Positive,1
CMT006123,TASK-13150,EMP494,Unable to reproduce the reported issue.,Investigation,Public,2025-12-04 22:17:00,Yes,Positive,3
CMT006124,TASK-16515,EMP243,Issue reproduced successfully.,Customer Reply,Internal,2026-06-16 04:32:29,No,Neutral,4
CMT006125,TASK-14049,EMP373,Monitoring the application after deployment.,Review,Internal,2025-12-22 16:19:59,Yes,Positive,10
CMT006126,TASK-13425,EMP192,Code review completed successfully.,Deployment,Public,2025-07-01 22:32:20,Yes,Neutral,9
CMT006127,TASK-14089,EMP327,Additional logs have been attached.,Update,Public,2026-06-22 23:55:06,No,Neutral,0
CMT006128,TASK-16865,EMP420,Investigating the issue reported by the customer.,Investigation,Public,2025-12-20 20:19:31,No,Neutral,5
CMT006129,TASK-16699,EMP498,Deployment completed in UAT.,Deployment,Public,2025-02-03 04:16:31,Yes,Negative,4
CMT006130,TASK-11342,EMP162,Fix developed and submitted for code review.,Update,Public,2026-03-06 13:45:37,No,Neutral,9
CMT006131,TASK-17453,EMP265,Production deployment scheduled.,Customer Reply,Public,2025-04-09 13:45:12,No,Positive,6
CMT006132,TASK-14836,EMP500,API response time has improved.,Update,Internal,2025-11-01 03:07:25,Yes,Positive,0
CMT006133,TASK-14582,EMP087,API response time has improved.,Update,Public,2025-10-16 06:38:14,No,Positive,6
CMT006134,TASK-12639,EMP026,Monitoring the application after deployment.,Review,Internal,2025-08-20 00:01:03,Yes,Positive,8
CMT006135,TASK-19452,EMP198,Additional logs have been attached.,Investigation,Public,2025-03-31 15:03:15,Yes,Negative,0
CMT006136,TASK-12517,EMP339,Code review completed successfully.,Deployment,Internal,2025-05-03 20:09:57,No,Neutral,10
CMT006137,TASK-12006,EMP232,Waiting for QA validation.,Investigation,Internal,2025-10-29 10:42:38,No,Neutral,9
CMT006138,TASK-16468,EMP056,Waiting for QA validation.,Testing,Public,2026-04-10 16:54:07,Yes,Positive,9
CMT006139,TASK-19117,EMP371,Issue reproduced successfully.,Update,Public,2025-02-20 09:10:47,Yes,Negative,9
CMT006140,TASK-11396,EMP271,Root cause identified and under analysis.,Deployment,Internal,2026-02-01 03:26:20,Yes,Negative,8
CMT006141,TASK-10068,EMP074,Deployment completed in UAT.,Investigation,Public,2026-02-14 02:10:09,No,Positive,6
CMT006142,TASK-14829,EMP149,Investigating the issue reported by the customer.,Investigation,Internal,2024-07-16 18:24:54,No,Neutral,9
CMT006143,TASK-19743,EMP423,Dependency updated successfully.,Customer Reply,Internal,2025-07-28 00:19:10,Yes,Positive,5
CMT006144,TASK-19507,EMP457,Code review completed successfully.,Customer Reply,Public,2025-11-01 19:25:18,No,Neutral,6
CMT006145,TASK-13747,EMP042,Database migration completed.,Customer Reply,Internal,2026-06-29 22:51:33,No,Negative,5
CMT006146,TASK-14102,EMP378,Production deployment scheduled.,Customer Reply,Public,2026-02-27 09:58:49,No,Negative,5
CMT006147,TASK-15253,EMP264,Root cause identified and under analysis.,Customer Reply,Internal,2025-04-08 13:29:34,No,Positive,8
CMT006148,TASK-17726,EMP005,Changes deployed to the development environment.,Testing,Internal,2026-01-21 14:42:20,Yes,Negative,8
CMT006149,TASK-15122,EMP171,Deployment completed in UAT.,Investigation,Public,2025-07-22 10:57:48,No,Negative,1
CMT006150,TASK-11823,EMP255,Monitoring the application after deployment.,Review,Public,2026-04-23 23:18:07,No,Positive,2
CMT006151,TASK-18445,EMP271,Monitoring the application after deployment.,Investigation,Public,2026-04-02 20:11:51,No,Neutral,4
CMT006152,TASK-16590,EMP068,API response time has improved.,Investigation,Internal,2025-12-30 10:07:43,No,Negative,9
CMT006153,TASK-17002,EMP311,Code review completed successfully.,Deployment,Public,2024-09-07 12:34:27,No,Positive,8
CMT006154,TASK-10837,EMP161,API response time has improved.,Deployment,Public,2025-05-29 15:41:50,Yes,Negative,0
CMT006155,TASK-14046,EMP245,Code review completed successfully.,Review,Public,2024-07-24 13:53:38,Yes,Positive,9
CMT006156,TASK-11068,EMP382,Production deployment scheduled.,Testing,Public,2024-08-23 15:56:14,No,Positive,10
CMT006157,TASK-14998,EMP367,Task blocked due to external dependency.,Update,Public,2026-06-04 21:01:44,No,Neutral,0
CMT006158,TASK-10694,EMP192,API response time has improved.,Testing,Internal,2026-03-27 07:01:45,No,Negative,2
CMT006159,TASK-17455,EMP247,API response time has improved.,Investigation,Internal,2026-06-15 23:56:45,Yes,Negative,6
CMT006160,TASK-15033,EMP232,Changes deployed to the development environment.,Review,Internal,2026-05-07 23:25:12,Yes,Negative,2
CMT006161,TASK-19793,EMP334,Testing completed successfully.,Testing,Public,2024-11-03 03:11:25,No,Positive,7
CMT006162,TASK-10197,EMP430,Production deployment scheduled.,Deployment,Public,2024-08-28 10:47:54,No,Positive,2
CMT006163,TASK-18456,EMP239,Customer confirmed the fix.,Update,Public,2026-02-24 02:18:16,No,Negative,9
CMT006164,TASK-10040,EMP316,Code review completed successfully.,Testing,Internal,2025-07-27 18:24:50,Yes,Neutral,4
CMT006165,TASK-14023,EMP030,Monitoring the application after deployment.,Customer Reply,Internal,2025-03-24 05:57:58,No,Positive,0
CMT006166,TASK-11381,EMP395,Investigating the issue reported by the customer.,Review,Internal,2026-02-19 20:10:53,Yes,Neutral,8
CMT006167,TASK-18950,EMP132,Fix developed and submitted for code review.,Investigation,Internal,2025-03-27 08:55:31,Yes,Neutral,5
CMT006168,TASK-10511,EMP412,Database migration completed.,Review,Public,2025-10-21 04:20:45,Yes,Positive,1
CMT006169,TASK-13298,EMP177,Dependency updated successfully.,Review,Public,2025-04-23 19:59:22,Yes,Negative,7
CMT006170,TASK-12756,EMP422,Dependency updated successfully.,Update,Internal,2025-04-30 08:37:24,No,Negative,3
CMT006171,TASK-18368,EMP248,Dependency updated successfully.,Investigation,Public,2024-10-09 00:58:17,Yes,Negative,4
CMT006172,TASK-10875,EMP009,Investigating the issue reported by the customer.,Testing,Public,2026-06-04 12:40:34,Yes,Positive,7
CMT006173,TASK-12872,EMP421,Security validation completed.,Testing,Public,2024-09-29 09:01:40,No,Negative,3
CMT006174,TASK-16552,EMP047,Changes deployed to the development environment.,Customer Reply,Internal,2024-07-22 05:06:16,No,Neutral,10
CMT006175,TASK-17601,EMP223,Code review completed successfully.,Testing,Internal,2025-08-19 04:35:03,No,Neutral,4
CMT006176,TASK-11598,EMP308,API response time has improved.,Update,Internal,2024-12-26 06:09:46,Yes,Neutral,7
CMT006177,TASK-12714,EMP026,Waiting for QA validation.,Review,Internal,2026-03-09 06:23:17,No,Neutral,1
CMT006178,TASK-18783,EMP155,Issue reproduced successfully.,Deployment,Public,2025-12-13 17:38:01,No,Negative,6
CMT006179,TASK-14787,EMP178,Testing completed successfully.,Deployment,Public,2026-04-25 10:18:00,No,Negative,8
CMT006180,TASK-16301,EMP196,API response time has improved.,Customer Reply,Internal,2024-07-10 10:16:36,No,Neutral,1
CMT006181,TASK-15726,EMP004,Monitoring the application after deployment.,Review,Public,2026-04-15 04:38:35,Yes,Neutral,3
CMT006182,TASK-14059,EMP084,Production deployment scheduled.,Testing,Internal,2025-11-20 04:43:27,No,Neutral,7
CMT006183,TASK-19631,EMP331,Database migration completed.,Testing,Public,2025-01-29 00:39:25,No,Positive,9
CMT006184,TASK-19695,EMP214,Unable to reproduce the reported issue.,Update,Internal,2025-03-10 21:41:08,Yes,Negative,0
CMT006185,TASK-10045,EMP258,API response time has improved.,Investigation,Public,2026-04-09 22:00:25,Yes,Neutral,6
CMT006186,TASK-19078,EMP283,Monitoring the application after deployment.,Customer Reply,Public,2026-02-07 12:03:49,Yes,Neutral,2
CMT006187,TASK-12923,EMP040,Database migration completed.,Review,Internal,2025-08-19 00:51:58,Yes,Negative,8
CMT006188,TASK-10658,EMP083,Additional logs have been attached.,Deployment,Public,2025-07-16 23:06:46,No,Neutral,8
CMT006189,TASK-14860,EMP162,Investigating the issue reported by the customer.,Investigation,Internal,2026-03-31 03:42:21,No,Negative,5
CMT006190,TASK-12165,EMP096,Production deployment scheduled.,Deployment,Public,2026-05-10 09:57:12,No,Negative,6
CMT006191,TASK-16775,EMP441,API response time has improved.,Customer Reply,Public,2025-09-04 05:55:55,Yes,Neutral,0
CMT006192,TASK-11464,EMP120,Unable to reproduce the reported issue.,Testing,Public,2024-08-20 12:49:36,Yes,Positive,6
CMT006193,TASK-18143,EMP150,Deployment completed in UAT.,Review,Internal,2024-10-15 14:37:57,No,Positive,9
CMT006194,TASK-16347,EMP478,Investigating the issue reported by the customer.,Customer Reply,Public,2025-01-26 09:06:10,No,Positive,8
CMT006195,TASK-17703,EMP304,Code review completed successfully.,Deployment,Internal,2025-11-21 01:38:27,No,Positive,2
CMT006196,TASK-16134,EMP088,Deployment completed in UAT.,Customer Reply,Public,2026-06-20 14:00:23,No,Negative,8
CMT006197,TASK-12236,EMP463,Monitoring the application after deployment.,Testing,Internal,2026-02-27 15:28:18,No,Neutral,7
CMT006198,TASK-14211,EMP144,Unable to reproduce the reported issue.,Review,Internal,2025-12-03 18:43:53,No,Negative,8
CMT006199,TASK-13068,EMP067,Root cause identified and under analysis.,Testing,Public,2026-05-04 23:46:19,No,Negative,10
CMT006200,TASK-17098,EMP043,Dependency updated successfully.,Testing,Internal,2024-10-19 17:46:08,Yes,Positive,3
CMT006201,TASK-13457,EMP355,Root cause identified and under analysis.,Review,Public,2026-02-26 14:59:05,No,Positive,6
CMT006202,TASK-18379,EMP421,Performance optimization implemented.,Customer Reply,Public,2026-03-11 00:25:28,Yes,Neutral,8
CMT006203,TASK-10823,EMP465,API response time has improved.,Deployment,Public,2025-07-12 21:29:04,Yes,Neutral,9
CMT006204,TASK-18815,EMP023,Production deployment scheduled.,Investigation,Internal,2026-05-16 03:45:06,No,Positive,8
CMT006205,TASK-18387,EMP117,Issue reproduced successfully.,Deployment,Public,2024-07-11 04:39:02,Yes,Neutral,7
CMT006206,TASK-12186,EMP468,Task blocked due to external dependency.,Testing,Public,2025-12-17 23:47:38,No,Positive,6
CMT006207,TASK-13785,EMP171,Security validation completed.,Investigation,Public,2026-03-24 07:59:40,Yes,Positive,9
CMT006208,TASK-13190,EMP347,API response time has improved.,Customer Reply,Public,2025-10-04 09:54:43,No,Negative,0
CMT006209,TASK-18104,EMP058,Dependency updated successfully.,Testing,Internal,2026-01-09 14:12:13,No,Negative,2
CMT006210,TASK-15749,EMP169,Database migration completed.,Review,Internal,2024-08-20 07:50:46,Yes,Negative,5
CMT006211,TASK-13113,EMP440,Task blocked due to external dependency.,Testing,Public,2026-04-26 10:34:17,Yes,Positive,8
CMT006212,TASK-10460,EMP276,Database migration completed.,Update,Public,2025-10-30 06:39:41,Yes,Negative,0
CMT006213,TASK-17852,EMP353,Customer confirmed the fix.,Update,Public,2024-09-02 01:33:59,Yes,Neutral,1
CMT006214,TASK-14677,EMP328,Issue reproduced successfully.,Testing,Internal,2026-02-22 13:26:33,No,Negative,5
CMT006215,TASK-12219,EMP171,Performance optimization implemented.,Update,Public,2026-06-27 04:30:20,Yes,Neutral,7
CMT006216,TASK-15396,EMP317,API response time has improved.,Customer Reply,Public,2024-11-09 05:27:45,No,Negative,9
CMT006217,TASK-13746,EMP268,Unable to reproduce the reported issue.,Customer Reply,Internal,2025-02-25 01:46:13,Yes,Negative,9
CMT006218,TASK-15290,EMP218,API response time has improved.,Deployment,Public,2025-07-20 11:38:45,Yes,Neutral,10
CMT006219,TASK-13120,EMP211,Unable to reproduce the reported issue.,Testing,Public,2025-02-15 15:36:55,Yes,Neutral,0
CMT006220,TASK-14660,EMP123,Issue reproduced successfully.,Deployment,Public,2025-09-12 13:37:57,Yes,Neutral,9
CMT006221,TASK-19024,EMP054,Root cause identified and under analysis.,Update,Public,2026-07-09 14:26:06,Yes,Neutral,0
CMT006222,TASK-17655,EMP367,Monitoring the application after deployment.,Deployment,Public,2026-02-25 14:25:16,No,Negative,2
CMT006223,TASK-10717,EMP030,Waiting for QA validation.,Deployment,Internal,2026-04-06 21:33:13,Yes,Negative,2
CMT006224,TASK-16716,EMP280,Changes deployed to the development environment.,Review,Public,2024-08-20 12:27:03,No,Positive,5
CMT006225,TASK-19075,EMP171,Waiting for QA validation.,Investigation,Internal,2026-01-21 02:14:45,No,Positive,6
CMT006226,TASK-19703,EMP066,Issue reproduced successfully.,Customer Reply,Internal,2025-05-07 14:15:21,No,Positive,1
CMT006227,TASK-13240,EMP412,API response time has improved.,Review,Internal,2026-04-15 19:59:17,Yes,Neutral,10
CMT006228,TASK-14806,EMP388,Deployment completed in UAT.,Testing,Public,2025-11-29 03:15:00,No,Negative,8
CMT006229,TASK-16403,EMP168,API response time has improved.,Deployment,Internal,2026-05-23 13:45:33,No,Neutral,2
CMT006230,TASK-13737,EMP183,Root cause identified and under analysis.,Investigation,Internal,2025-10-07 23:34:38,Yes,Neutral,5
CMT006231,TASK-14465,EMP407,Security validation completed.,Update,Public,2025-03-27 21:15:36,No,Neutral,2
CMT006232,TASK-16519,EMP022,Security validation completed.,Deployment,Internal,2025-02-21 14:58:02,Yes,Neutral,0
CMT006233,TASK-12113,EMP086,Testing completed successfully.,Customer Reply,Public,2024-08-21 03:10:34,No,Negative,5
CMT006234,TASK-18947,EMP387,Security validation completed.,Investigation,Public,2025-03-18 16:02:34,No,Neutral,3
CMT006235,TASK-16249,EMP277,Task blocked due to external dependency.,Customer Reply,Public,2026-03-01 18:33:24,Yes,Neutral,2
CMT006236,TASK-10739,EMP496,Investigating the issue reported by the customer.,Testing,Internal,2025-10-05 13:09:44,No,Neutral,0
CMT006237,TASK-13376,EMP116,Code review completed successfully.,Update,Internal,2025-03-10 14:57:27,Yes,Negative,8
CMT006238,TASK-19143,EMP406,Testing completed successfully.,Testing,Internal,2025-12-24 11:26:44,No,Negative,7
CMT006239,TASK-13235,EMP149,Testing completed successfully.,Deployment,Internal,2025-01-05 00:25:28,No,Neutral,1
CMT006240,TASK-10849,EMP403,Security validation completed.,Customer Reply,Public,2024-07-25 14:37:54,Yes,Positive,0
CMT006241,TASK-12899,EMP291,Database migration completed.,Investigation,Internal,2024-09-16 16:17:37,No,Negative,2
CMT006242,TASK-14596,EMP416,Unable to reproduce the reported issue.,Review,Internal,2025-04-03 01:21:12,Yes,Negative,4
CMT006243,TASK-13866,EMP200,API response time has improved.,Review,Public,2026-02-03 12:25:35,Yes,Negative,8
CMT006244,TASK-16927,EMP175,Investigating the issue reported by the customer.,Update,Internal,2024-11-20 08:31:11,No,Negative,7
CMT006245,TASK-13005,EMP478,Code review completed successfully.,Deployment,Internal,2025-07-14 22:24:39,No,Neutral,10
CMT006246,TASK-19184,EMP149,Root cause identified and under analysis.,Investigation,Public,2025-08-15 20:25:06,Yes,Neutral,8
CMT006247,TASK-17995,EMP334,Changes deployed to the development environment.,Update,Internal,2026-05-20 14:21:27,Yes,Positive,7
CMT006248,TASK-19137,EMP491,Issue reproduced successfully.,Investigation,Public,2024-11-15 11:15:06,No,Positive,8
CMT006249,TASK-16540,EMP365,Security validation completed.,Update,Internal,2024-08-30 15:24:51,Yes,Neutral,2
CMT006250,TASK-15313,EMP108,Task blocked due to external dependency.,Customer Reply,Internal,2026-04-26 14:02:10,No,Neutral,10
CMT006251,TASK-15947,EMP472,Issue reproduced successfully.,Investigation,Internal,2026-03-12 02:04:32,No,Positive,7
CMT006252,TASK-10711,EMP408,Code review completed successfully.,Investigation,Internal,2025-11-23 04:11:57,Yes,Positive,1
CMT006253,TASK-17216,EMP487,Issue reproduced successfully.,Update,Public,2026-05-25 15:20:33,No,Positive,4
CMT006254,TASK-15633,EMP061,Changes deployed to the development environment.,Testing,Internal,2024-07-12 01:57:02,No,Positive,10
CMT006255,TASK-18473,EMP166,Investigating the issue reported by the customer.,Update,Public,2024-11-26 08:11:55,Yes,Negative,7
CMT006256,TASK-19769,EMP044,API response time has improved.,Deployment,Public,2025-01-06 07:32:06,No,Negative,9
CMT006257,TASK-13418,EMP099,Issue reproduced successfully.,Deployment,Internal,2026-01-17 04:02:03,Yes,Positive,9
CMT006258,TASK-10924,EMP268,Customer confirmed the fix.,Investigation,Internal,2024-12-08 09:05:09,Yes,Positive,9
CMT006259,TASK-13360,EMP473,Changes deployed to the development environment.,Investigation,Public,2025-12-07 13:46:26,Yes,Positive,4
CMT006260,TASK-11805,EMP415,Changes deployed to the development environment.,Customer Reply,Internal,2024-12-09 23:12:04,No,Negative,3
CMT006261,TASK-17301,EMP302,Waiting for QA validation.,Investigation,Public,2024-12-25 18:23:36,No,Neutral,10
CMT006262,TASK-15712,EMP112,Production deployment scheduled.,Update,Public,2024-07-20 20:33:08,No,Neutral,8
CMT006263,TASK-14309,EMP005,Investigating the issue reported by the customer.,Update,Internal,2025-06-15 09:35:55,No,Negative,2
CMT006264,TASK-16782,EMP158,Changes deployed to the development environment.,Investigation,Public,2025-04-05 09:38:14,Yes,Neutral,4
CMT006265,TASK-11180,EMP380,Unable to reproduce the reported issue.,Investigation,Public,2025-01-27 13:13:38,No,Negative,3
CMT006266,TASK-16497,EMP214,Unable to reproduce the reported issue.,Deployment,Internal,2025-08-06 23:42:50,No,Neutral,7
CMT006267,TASK-15238,EMP123,Code review completed successfully.,Customer Reply,Public,2025-06-07 23:08:36,Yes,Positive,1
CMT006268,TASK-16768,EMP367,Testing completed successfully.,Testing,Public,2026-02-02 09:39:06,No,Positive,2
CMT006269,TASK-15202,EMP096,Deployment completed in UAT.,Review,Public,2024-10-28 05:30:51,Yes,Neutral,10
CMT006270,TASK-13861,EMP236,Customer confirmed the fix.,Customer Reply,Public,2025-08-09 22:52:05,Yes,Positive,10
CMT006271,TASK-10812,EMP268,Performance optimization implemented.,Investigation,Internal,2026-03-03 01:54:58,Yes,Neutral,6
CMT006272,TASK-10851,EMP397,Security validation completed.,Review,Public,2025-10-29 03:08:27,No,Neutral,9
CMT006273,TASK-16824,EMP316,Root cause identified and under analysis.,Testing,Internal,2024-08-11 00:03:59,No,Negative,3
CMT006274,TASK-10603,EMP102,Waiting for QA validation.,Deployment,Internal,2025-06-09 22:07:21,No,Negative,3
CMT006275,TASK-19779,EMP320,Testing completed successfully.,Review,Public,2025-07-23 02:24:48,No,Neutral,2
CMT006276,TASK-10650,EMP417,Investigating the issue reported by the customer.,Deployment,Internal,2024-12-09 12:41:09,Yes,Positive,7
CMT006277,TASK-12062,EMP437,Unable to reproduce the reported issue.,Customer Reply,Public,2024-07-09 21:32:20,No,Positive,2
CMT006278,TASK-18941,EMP479,Customer confirmed the fix.,Update,Public,2025-12-04 04:33:28,Yes,Positive,4
CMT006279,TASK-10089,EMP232,Security validation completed.,Investigation,Public,2025-05-18 02:54:44,No,Negative,9
CMT006280,TASK-13448,EMP316,Customer confirmed the fix.,Testing,Public,2024-11-14 15:27:45,No,Neutral,10
CMT006281,TASK-18235,EMP429,API response time has improved.,Investigation,Public,2026-05-03 18:48:57,No,Neutral,10
CMT006282,TASK-11240,EMP002,Testing completed successfully.,Customer Reply,Public,2026-06-28 06:26:08,No,Neutral,6
CMT006283,TASK-13696,EMP096,Customer confirmed the fix.,Investigation,Public,2025-07-03 11:07:38,No,Neutral,9
CMT006284,TASK-17237,EMP017,Monitoring the application after deployment.,Review,Public,2024-08-03 20:07:16,No,Negative,5
CMT006285,TASK-14984,EMP110,Issue reproduced successfully.,Investigation,Public,2026-05-04 15:27:51,Yes,Neutral,5
CMT006286,TASK-10255,EMP128,Additional logs have been attached.,Deployment,Internal,2025-04-22 19:33:20,No,Negative,2
CMT006287,TASK-12904,EMP335,Testing completed successfully.,Investigation,Internal,2025-01-24 09:11:03,No,Neutral,5
CMT006288,TASK-18493,EMP379,Investigating the issue reported by the customer.,Customer Reply,Internal,2024-08-31 16:25:30,No,Negative,8
CMT006289,TASK-10808,EMP384,Waiting for QA validation.,Customer Reply,Internal,2025-03-03 05:14:57,No,Neutral,10
CMT006290,TASK-17118,EMP479,Database migration completed.,Update,Public,2025-10-25 00:04:42,No,Positive,3
CMT006291,TASK-13751,EMP009,Production deployment scheduled.,Review,Public,2025-06-05 20:11:58,Yes,Positive,6
CMT006292,TASK-17495,EMP048,Database migration completed.,Investigation,Public,2025-04-28 05:43:23,Yes,Neutral,4
CMT006293,TASK-11605,EMP411,API response time has improved.,Testing,Internal,2025-07-29 14:13:55,Yes,Positive,8
CMT006294,TASK-19162,EMP230,Production deployment scheduled.,Review,Public,2025-02-13 12:18:42,Yes,Neutral,8
CMT006295,TASK-14553,EMP278,Changes deployed to the development environment.,Testing,Public,2025-06-09 02:09:05,Yes,Neutral,3
CMT006296,TASK-17234,EMP257,Deployment completed in UAT.,Update,Internal,2024-12-28 18:21:29,No,Positive,1
CMT006297,TASK-12083,EMP238,Issue reproduced successfully.,Deployment,Internal,2025-09-17 03:06:32,No,Negative,3
CMT006298,TASK-11102,EMP339,Waiting for QA validation.,Investigation,Internal,2026-01-23 03:32:46,No,Positive,3
CMT006299,TASK-19066,EMP415,Code review completed successfully.,Customer Reply,Internal,2025-03-02 16:12:38,No,Neutral,2
CMT006300,TASK-12725,EMP212,Database migration completed.,Customer Reply,Public,2025-12-02 13:49:55,No,Positive,0
CMT006301,TASK-10581,EMP018,Testing completed successfully.,Deployment,Public,2025-04-14 17:24:17,Yes,Neutral,2
CMT006302,TASK-11037,EMP295,Waiting for QA validation.,Update,Internal,2026-06-18 08:22:24,No,Positive,10
CMT006303,TASK-19262,EMP248,Customer confirmed the fix.,Review,Public,2024-11-03 05:21:54,No,Neutral,6
CMT006304,TASK-14274,EMP144,Changes deployed to the development environment.,Testing,Public,2025-11-20 16:38:14,Yes,Neutral,2
CMT006305,TASK-15156,EMP234,Task blocked due to external dependency.,Customer Reply,Internal,2024-11-20 01:55:59,No,Negative,6
CMT006306,TASK-17389,EMP236,Monitoring the application after deployment.,Testing,Internal,2025-09-12 04:46:26,No,Positive,1
CMT006307,TASK-11526,EMP438,Production deployment scheduled.,Review,Public,2025-01-13 22:31:17,No,Neutral,3
CMT006308,TASK-17207,EMP497,Fix developed and submitted for code review.,Customer Reply,Public,2024-10-23 07:02:57,Yes,Positive,3
CMT006309,TASK-15155,EMP039,Investigating the issue reported by the customer.,Update,Internal,2025-11-17 06:23:11,No,Positive,9
CMT006310,TASK-12637,EMP474,API response time has improved.,Customer Reply,Internal,2024-08-01 17:55:54,No,Negative,9
CMT006311,TASK-18769,EMP240,Deployment completed in UAT.,Investigation,Public,2026-01-09 13:49:07,No,Neutral,9
CMT006312,TASK-13581,EMP268,Investigating the issue reported by the customer.,Review,Public,2025-07-01 01:30:15,Yes,Negative,9
