Employee_ID,Department,Skill,Skill_Level,Experience_Years,Certification
EMP130,Support,ITIL,Advanced,1,No
EMP130,Support,Troubleshooting,Beginner,3,Yes
EMP130,Support,ServiceNow,Beginner,1,No
EMP130,Support,Office365,Beginner,4,No
EMP131,DevOps,Git,Intermediate,5,Yes
EMP131,DevOps,Jenkins,Advanced,9,No
EMP131,DevOps,Kubernetes,Advanced,8,Yes
EMP131,DevOps,Azure DevOps,Expert,3,Yes
EMP131,DevOps,Terraform,Intermediate,4,No
EMP131,DevOps,Docker,Expert,8,Yes
EMP132,AI/ML,Scikit-learn,Advanced,10,No
EMP132,AI/ML,Pandas,Beginner,3,No
EMP132,AI/ML,NumPy,Intermediate,2,No
EMP132,AI/ML,NLP,Advanced,12,Yes
EMP133,Backend,Java,Intermediate,8,Yes
EMP133,Backend,Python,Beginner,7,Yes
EMP133,Backend,REST API,Advanced,11,No
EMP133,Backend,Flask,Beginner,2,No
EMP134,QA,JUnit,Beginner,8,Yes
EMP134,QA,Playwright,Beginner,8,Yes
EMP134,QA,Cypress,Expert,2,No
EMP134,QA,Manual Testing,Intermediate,3,Yes
EMP134,QA,API Testing,Intermediate,3,No
EMP134,QA,TestNG,Intermediate,6,No
EMP135,QA,Playwright,Beginner,4,Yes
EMP135,QA,API Testing,Intermediate,12,Yes
EMP135,QA,Postman,Expert,6,No
EMP135,QA,Manual Testing,Beginner,5,Yes
EMP136,Frontend,CSS,Advanced,6,Yes
EMP136,Frontend,Bootstrap,Beginner,5,No
EMP136,Frontend,React,Advanced,2,Yes
EMP136,Frontend,TypeScript,Intermediate,1,Yes
EMP137,Data Engineering,Azure Data Factory,Beginner,5,No
EMP137,Data Engineering,Airflow,Expert,6,No
EMP137,Data Engineering,Delta Lake,Expert,1,Yes
EMP137,Data Engineering,Snowflake,Intermediate,8,Yes
EMP138,Security,OWASP,Intermediate,1,Yes
EMP138,Security,SIEM,Intermediate,7,No
EMP138,Security,IAM,Beginner,8,Yes
EMP138,Security,Encryption,Intermediate,6,Yes
EMP138,Security,SOC,Intermediate,5,Yes
EMP138,Security,Pen Testing,Advanced,5,No
EMP139,Security,SOC,Expert,9,No
EMP139,Security,IAM,Advanced,6,No
EMP139,Security,SIEM,Intermediate,11,Yes
EMP139,Security,Firewall,Expert,9,No
EMP139,Security,Pen Testing,Intermediate,12,No
EMP140,DevOps,Jenkins,Beginner,6,No
EMP140,DevOps,Git,Beginner,8,No
EMP140,DevOps,Ansible,Beginner,11,No
EMP140,DevOps,Azure DevOps,Expert,5,No
EMP140,DevOps,Docker,Expert,1,Yes
EMP140,DevOps,Linux,Advanced,8,No
EMP141,Backend,Python,Beginner,2,No
EMP141,Backend,Spring Boot,Beginner,4,No
EMP141,Backend,Flask,Beginner,5,Yes
EMP141,Backend,Django,Beginner,7,No
EMP142,Database,PostgreSQL,Intermediate,5,No
EMP142,Database,MongoDB,Advanced,4,Yes
EMP142,Database,Cassandra,Expert,5,Yes
EMP143,DevOps,Linux,Advanced,12,Yes
EMP143,DevOps,Azure DevOps,Beginner,1,No
EMP143,DevOps,Kubernetes,Expert,11,No
EMP143,DevOps,Docker,Beginner,11,Yes
EMP143,DevOps,Terraform,Beginner,5,No
EMP144,Cloud,Networking,Beginner,7,No
EMP144,Cloud,AWS,Expert,1,No
EMP144,Cloud,S3,Expert,11,No
EMP144,Cloud,GCP,Intermediate,7,No
EMP144,Cloud,EC2,Beginner,1,Yes
EMP145,Security,Pen Testing,Intermediate,9,No
EMP145,Security,SOC,Advanced,8,No
EMP145,Security,Azure Security,Intermediate,1,No
EMP145,Security,OWASP,Beginner,6,No
EMP146,Backend,Flask,Advanced,8,Yes
EMP146,Backend,Microservices,Advanced,2,No
EMP146,Backend,FastAPI,Intermediate,9,No
EMP147,Frontend,Angular,Beginner,8,Yes
EMP147,Frontend,TypeScript,Advanced,4,No
EMP147,Frontend,CSS,Intermediate,7,No
EMP148,Cloud,Azure Storage,Advanced,9,No
EMP148,Cloud,Azure,Intermediate,7,Yes
EMP148,Cloud,GCP,Expert,2,Yes
EMP149,Cloud,S3,Expert,1,Yes
EMP149,Cloud,Azure Storage,Intermediate,3,Yes
EMP149,Cloud,Terraform,Intermediate,3,No
EMP149,Cloud,Networking,Advanced,5,Yes
EMP149,Cloud,GCP,Beginner,8,Yes
EMP149,Cloud,EC2,Expert,2,No
EMP150,DevOps,Docker,Expert,12,No
EMP150,DevOps,Linux,Intermediate,7,No
EMP150,DevOps,Ansible,Intermediate,7,Yes
EMP150,DevOps,Git,Expert,1,Yes
EMP150,DevOps,Jenkins,Intermediate,4,Yes
EMP151,Support,Office365,Expert,10,Yes
EMP151,Support,ITIL,Intermediate,4,No
EMP151,Support,Linux,Advanced,11,Yes
EMP151,Support,Networking,Advanced,5,Yes
EMP151,Support,Active Directory,Intermediate,12,No
EMP151,Support,Windows,Expert,4,No
EMP152,Backend,Flask,Advanced,11,No
EMP152,Backend,Django,Intermediate,8,No
EMP152,Backend,Java,Advanced,4,Yes
EMP153,Cloud,AWS,Expert,11,No
EMP153,Cloud,Terraform,Beginner,12,Yes
EMP153,Cloud,Azure Storage,Advanced,4,No
EMP153,Cloud,EC2,Expert,4,No
EMP153,Cloud,Networking,Intermediate,10,Yes
EMP154,Database,Cassandra,Advanced,2,No
EMP154,Database,SQL Server,Intermediate,7,No
EMP154,Database,MongoDB,Intermediate,12,No
EMP154,Database,Oracle,Beginner,8,Yes
EMP154,Database,Redis,Intermediate,11,No
EMP155,Frontend,CSS,Expert,9,Yes
EMP155,Frontend,HTML,Beginner,3,No
EMP155,Frontend,JavaScript,Beginner,5,No
EMP155,Frontend,Vue.js,Expert,6,Yes
EMP155,Frontend,TypeScript,Expert,11,No
EMP156,Data Engineering,Azure Data Factory,Expert,10,Yes
EMP156,Data Engineering,PySpark,Advanced,6,No
EMP156,Data Engineering,Snowflake,Beginner,2,Yes
EMP156,Data Engineering,Kafka,Advanced,9,Yes
EMP156,Data Engineering,Databricks,Advanced,4,No
EMP156,Data Engineering,SQL,Advanced,3,No
EMP157,Support,Active Directory,Expert,3,No
EMP157,Support,Linux,Intermediate,4,Yes
EMP157,Support,Networking,Beginner,2,Yes
EMP158,Backend,Flask,Beginner,11,No
EMP158,Backend,Python,Advanced,4,No
EMP158,Backend,Django,Advanced,6,Yes
EMP158,Backend,FastAPI,Expert,12,No
EMP159,Backend,Flask,Intermediate,10,No
EMP159,Backend,Microservices,Intermediate,11,No
EMP159,Backend,FastAPI,Expert,7,Yes
EMP159,Backend,Spring Boot,Intermediate,10,Yes
EMP159,Backend,Java,Expert,6,No
EMP159,Backend,REST API,Intermediate,6,Yes
EMP160,Security,OWASP,Beginner,2,No
EMP160,Security,IAM,Beginner,10,No
EMP160,Security,Pen Testing,Expert,10,No
EMP160,Security,Encryption,Beginner,2,No
EMP160,Security,Azure Security,Beginner,12,Yes
EMP161,Database,SQL Server,Expert,5,Yes
EMP161,Database,Redis,Beginner,6,Yes
EMP161,Database,PostgreSQL,Advanced,1,Yes
EMP161,Database,Oracle,Advanced,5,No
EMP161,Database,SQLite,Beginner,1,No
EMP162,Data Engineering,Azure Data Factory,Expert,11,Yes
EMP162,Data Engineering,Airflow,Advanced,9,No
EMP162,Data Engineering,SQL,Intermediate,7,No
EMP162,Data Engineering,PySpark,Advanced,9,No
EMP162,Data Engineering,Delta Lake,Expert,8,Yes
EMP162,Data Engineering,Snowflake,Advanced,1,No
EMP163,Data Engineering,PySpark,Intermediate,6,No
EMP163,Data Engineering,Delta Lake,Advanced,12,No
EMP163,Data Engineering,Airflow,Beginner,7,Yes
EMP163,Data Engineering,Snowflake,Intermediate,2,Yes
EMP163,Data Engineering,Databricks,Intermediate,9,No
EMP163,Data Engineering,SQL,Expert,9,No
EMP164,Backend,REST API,Intermediate,7,Yes
EMP164,Backend,Python,Expert,9,No
EMP164,Backend,Flask,Beginner,10,Yes
EMP164,Backend,FastAPI,Beginner,8,Yes
EMP164,Backend,Microservices,Expert,4,No
EMP165,Database,SQL Server,Intermediate,5,No
EMP165,Database,SQLite,Intermediate,9,Yes
EMP165,Database,PostgreSQL,Intermediate,5,Yes
EMP165,Database,Redis,Intermediate,3,Yes
EMP165,Database,Cassandra,Advanced,1,Yes
EMP166,DevOps,Jenkins,Advanced,5,Yes
EMP166,DevOps,Terraform,Advanced,11,Yes
EMP166,DevOps,Git,Beginner,11,Yes
EMP167,Support,Office365,Intermediate,7,No
EMP167,Support,Networking,Beginner,4,No
EMP167,Support,Active Directory,Advanced,4,Yes
EMP167,Support,Windows,Beginner,5,Yes
EMP167,Support,Linux,Intermediate,7,No
EMP168,Frontend,CSS,Expert,2,No
EMP168,Frontend,JavaScript,Beginner,2,Yes
EMP168,Frontend,React,Advanced,10,No
EMP168,Frontend,Bootstrap,Advanced,7,Yes
EMP168,Frontend,TypeScript,Intermediate,4,Yes
EMP168,Frontend,Angular,Expert,11,Yes
EMP169,Security,Encryption,Beginner,3,Yes
EMP169,Security,SOC,Expert,8,Yes
EMP169,Security,OWASP,Expert,10,No
EMP169,Security,Firewall,Intermediate,6,Yes
EMP170,AI/ML,PyTorch,Beginner,1,Yes
EMP170,AI/ML,XGBoost,Expert,3,Yes
EMP170,AI/ML,TensorFlow,Beginner,3,No
EMP171,Support,ServiceNow,Intermediate,4,No
EMP171,Support,Networking,Beginner,7,Yes
EMP171,Support,Windows,Beginner,11,Yes
EMP172,Frontend,TypeScript,Beginner,7,Yes
EMP172,Frontend,JavaScript,Expert,5,Yes
EMP172,Frontend,Angular,Beginner,4,No
EMP172,Frontend,Bootstrap,Beginner,7,No
EMP173,Data Engineering,Azure Data Factory,Beginner,5,No
EMP173,Data Engineering,SQL,Advanced,5,Yes
EMP173,Data Engineering,Databricks,Beginner,12,Yes
EMP173,Data Engineering,Airflow,Expert,6,No
EMP173,Data Engineering,PySpark,Beginner,9,Yes
EMP174,Cloud,Networking,Advanced,7,No
EMP174,Cloud,AWS,Beginner,3,Yes
EMP174,Cloud,Terraform,Expert,11,No
EMP174,Cloud,GCP,Intermediate,6,No
EMP174,Cloud,EC2,Intermediate,5,No
EMP175,Backend,Spring Boot,Advanced,4,No
EMP175,Backend,Microservices,Advanced,12,Yes
EMP175,Backend,Flask,Beginner,1,Yes
EMP175,Backend,REST API,Advanced,11,No
EMP175,Backend,Java,Expert,9,Yes
EMP176,Frontend,JavaScript,Expert,5,No
EMP176,Frontend,TypeScript,Expert,4,No
EMP176,Frontend,Bootstrap,Expert,9,Yes
EMP176,Frontend,Angular,Intermediate,3,Yes
EMP176,Frontend,CSS,Beginner,7,No
EMP176,Frontend,HTML,Intermediate,9,Yes
EMP177,Support,ITIL,Expert,11,No
EMP177,Support,Windows,Advanced,9,No
EMP177,Support,Networking,Advanced,2,Yes
EMP177,Support,Active Directory,Beginner,8,Yes
EMP177,Support,ServiceNow,Beginner,1,Yes
EMP178,Frontend,CSS,Advanced,2,No
EMP178,Frontend,Angular,Advanced,7,Yes
EMP178,Frontend,React,Beginner,11,No
EMP178,Frontend,HTML,Advanced,8,No
EMP179,Cloud,Terraform,Intermediate,9,No
EMP179,Cloud,Azure,Beginner,9,Yes
EMP179,Cloud,S3,Advanced,10,No
EMP179,Cloud,Azure Storage,Beginner,12,No
EMP179,Cloud,GCP,Beginner,8,No
EMP179,Cloud,AWS,Advanced,7,No
EMP180,Cloud,Azure Storage,Beginner,11,Yes
EMP180,Cloud,Azure,Expert,3,No
EMP180,Cloud,EC2,Beginner,10,Yes
EMP180,Cloud,S3,Intermediate,8,No
EMP180,Cloud,Terraform,Advanced,6,No
EMP180,Cloud,GCP,Intermediate,12,Yes
EMP181,Backend,Microservices,Intermediate,2,Yes
EMP181,Backend,Java,Intermediate,4,No
EMP181,Backend,FastAPI,Expert,3,Yes
EMP181,Backend,REST API,Advanced,1,No
EMP182,QA,Cypress,Expert,4,Yes
EMP182,QA,Selenium,Intermediate,8,No
EMP182,QA,TestNG,Advanced,5,No
EMP182,QA,API Testing,Intermediate,11,Yes
EMP182,QA,Playwright,Expert,3,No
EMP182,QA,Manual Testing,Intermediate,6,Yes
EMP183,Cloud,Terraform,Advanced,4,Yes
EMP183,Cloud,AWS,Advanced,3,No
EMP183,Cloud,Networking,Intermediate,6,No
EMP184,DevOps,Kubernetes,Intermediate,7,No
EMP184,DevOps,Docker,Expert,6,Yes
EMP184,DevOps,Linux,Advanced,2,Yes
EMP184,DevOps,Azure DevOps,Intermediate,10,Yes
EMP184,DevOps,Ansible,Intermediate,2,No
EMP184,DevOps,Git,Expert,4,No
EMP185,Cloud,AWS,Advanced,9,No
EMP185,Cloud,Azure Storage,Intermediate,5,No
EMP185,Cloud,GCP,Beginner,5,No
EMP185,Cloud,EC2,Advanced,10,Yes
EMP185,Cloud,Terraform,Intermediate,5,No
EMP186,Frontend,Angular,Intermediate,2,Yes
EMP186,Frontend,HTML,Advanced,12,No
EMP186,Frontend,Vue.js,Intermediate,5,No
EMP186,Frontend,JavaScript,Advanced,5,No
EMP187,Backend,REST API,Beginner,7,Yes
EMP187,Backend,Django,Beginner,12,Yes
EMP187,Backend,Java,Intermediate,8,No
EMP187,Backend,Python,Expert,6,No
EMP188,Backend,Microservices,Beginner,3,No
EMP188,Backend,Spring Boot,Beginner,3,Yes
EMP188,Backend,FastAPI,Beginner,3,No
EMP188,Backend,Java,Intermediate,5,No
EMP188,Backend,REST API,Advanced,5,Yes
EMP188,Backend,Django,Expert,11,Yes
EMP189,Security,SOC,Expert,9,No
EMP189,Security,Encryption,Beginner,3,Yes
EMP189,Security,OWASP,Intermediate,5,Yes
EMP189,Security,IAM,Expert,3,No
EMP190,QA,Postman,Expert,9,No
EMP190,QA,Selenium,Beginner,4,Yes
EMP190,QA,Playwright,Advanced,5,Yes
EMP190,QA,JUnit,Expert,6,Yes
EMP190,QA,API Testing,Expert,8,Yes
EMP191,Data Engineering,Airflow,Intermediate,10,Yes
EMP191,Data Engineering,PySpark,Expert,1,Yes
EMP191,Data Engineering,Snowflake,Expert,11,Yes
EMP192,Security,SIEM,Beginner,6,Yes
EMP192,Security,SOC,Expert,4,Yes
EMP192,Security,Pen Testing,Beginner,8,Yes
EMP192,Security,Azure Security,Advanced,2,Yes
EMP192,Security,IAM,Advanced,11,No
EMP192,Security,Encryption,Expert,8,Yes
EMP193,Security,Encryption,Intermediate,1,No
EMP193,Security,Azure Security,Advanced,1,Yes
EMP193,Security,SOC,Expert,11,Yes
EMP193,Security,SIEM,Advanced,1,Yes
EMP193,Security,IAM,Advanced,4,No
EMP194,Frontend,Vue.js,Advanced,3,Yes
EMP194,Frontend,React,Beginner,6,Yes
EMP194,Frontend,HTML,Expert,4,Yes
EMP194,Frontend,CSS,Beginner,4,Yes
EMP194,Frontend,JavaScript,Expert,6,No
EMP195,Frontend,React,Expert,2,No
EMP195,Frontend,JavaScript,Beginner,5,No
EMP195,Frontend,TypeScript,Beginner,3,No
EMP195,Frontend,Vue.js,Intermediate,4,Yes
EMP195,Frontend,Bootstrap,Expert,5,No
EMP196,Frontend,JavaScript,Beginner,5,No
EMP196,Frontend,React,Advanced,7,No
EMP196,Frontend,Bootstrap,Beginner,10,No
EMP196,Frontend,HTML,Beginner,7,Yes
EMP196,Frontend,TypeScript,Expert,12,No
EMP197,Security,Encryption,Expert,5,No
EMP197,Security,OWASP,Expert,10,No
EMP197,Security,Firewall,Advanced,1,No
EMP197,Security,SIEM,Beginner,6,No
EMP198,Cloud,Networking,Beginner,5,No
EMP198,Cloud,S3,Intermediate,2,Yes
EMP198,Cloud,Azure,Beginner,8,Yes
EMP199,Backend,Python,Beginner,7,Yes
EMP199,Backend,Django,Expert,9,No
EMP199,Backend,Flask,Beginner,6,No
EMP199,Backend,REST API,Advanced,9,No
EMP199,Backend,Java,Intermediate,11,No
EMP200,Security,OWASP,Intermediate,7,Yes
EMP200,Security,Azure Security,Intermediate,10,No
EMP200,Security,Pen Testing,Intermediate,8,Yes
EMP201,Data Engineering,PySpark,Expert,12,No
EMP201,Data Engineering,Azure Data Factory,Beginner,10,Yes
EMP201,Data Engineering,SQL,Beginner,8,No
EMP201,Data Engineering,Databricks,Intermediate,6,Yes
EMP201,Data Engineering,Kafka,Beginner,10,No
EMP201,Data Engineering,Airflow,Expert,2,No
EMP202,QA,Cypress,Expert,9,No
EMP202,QA,Manual Testing,Intermediate,10,No
EMP202,QA,Playwright,Beginner,12,Yes
EMP202,QA,JUnit,Intermediate,4,No
EMP202,QA,TestNG,Expert,10,No
EMP203,Data Engineering,PySpark,Intermediate,2,Yes
EMP203,Data Engineering,SQL,Beginner,2,No
EMP203,Data Engineering,Airflow,Beginner,8,No
EMP203,Data Engineering,Kafka,Expert,3,No
EMP203,Data Engineering,Delta Lake,Advanced,9,No
EMP204,QA,TestNG,Beginner,1,No
EMP204,QA,Cypress,Advanced,10,Yes
EMP204,QA,API Testing,Beginner,1,No
EMP204,QA,Postman,Beginner,9,No
EMP205,Backend,Django,Beginner,7,No
EMP205,Backend,REST API,Expert,4,Yes
EMP205,Backend,Spring Boot,Expert,8,Yes
EMP205,Backend,Microservices,Intermediate,1,No
EMP205,Backend,FastAPI,Intermediate,4,Yes
EMP205,Backend,Python,Intermediate,7,Yes
EMP206,Backend,Flask,Beginner,6,Yes
EMP206,Backend,Microservices,Advanced,11,Yes
EMP206,Backend,Java,Beginner,11,No
EMP206,Backend,Spring Boot,Expert,2,No
EMP207,Security,SIEM,Advanced,6,Yes
EMP207,Security,Firewall,Beginner,11,No
EMP207,Security,Azure Security,Expert,8,Yes
EMP208,Backend,Microservices,Advanced,6,Yes
EMP208,Backend,REST API,Expert,6,No
EMP208,Backend,Django,Beginner,12,Yes
EMP208,Backend,Python,Advanced,12,No
EMP209,Frontend,TypeScript,Advanced,10,Yes
EMP209,Frontend,Vue.js,Advanced,4,No
EMP209,Frontend,React,Beginner,9,No
EMP210,Cloud,Azure Storage,Advanced,2,No
EMP210,Cloud,Terraform,Advanced,5,Yes
EMP210,Cloud,Networking,Advanced,12,No
EMP210,Cloud,S3,Beginner,6,Yes
EMP210,Cloud,GCP,Intermediate,12,Yes
EMP211,Database,PostgreSQL,Expert,3,No
EMP211,Database,MySQL,Advanced,9,No
EMP211,Database,MongoDB,Beginner,8,No
EMP211,Database,Cassandra,Beginner,12,Yes
EMP212,Data Engineering,Databricks,Expert,10,No
EMP212,Data Engineering,SQL,Advanced,11,Yes
EMP212,Data Engineering,Azure Data Factory,Advanced,6,Yes
EMP213,Support,Networking,Intermediate,4,Yes
EMP213,Support,ITIL,Intermediate,1,No
EMP213,Support,Troubleshooting,Expert,8,Yes
EMP214,Security,OWASP,Beginner,6,Yes
EMP214,Security,SOC,Expert,6,Yes
EMP214,Security,Azure Security,Expert,9,No
EMP214,Security,Encryption,Advanced,12,No
EMP214,Security,Pen Testing,Advanced,2,No
EMP215,AI/ML,Scikit-learn,Expert,1,No
EMP215,AI/ML,Python,Intermediate,1,No
EMP215,AI/ML,NumPy,Expert,5,No
EMP215,AI/ML,Pandas,Intermediate,2,Yes
EMP216,Backend,Python,Expert,7,No
EMP216,Backend,Java,Advanced,5,Yes
EMP216,Backend,Django,Expert,2,No
EMP216,Backend,Flask,Beginner,6,Yes
EMP217,DevOps,Terraform,Intermediate,5,Yes
EMP217,DevOps,Jenkins,Expert,2,Yes
EMP217,DevOps,Git,Expert,1,No
EMP217,DevOps,Kubernetes,Intermediate,2,Yes
EMP218,Data Engineering,PySpark,Advanced,1,Yes
EMP218,Data Engineering,Azure Data Factory,Expert,4,Yes
EMP218,Data Engineering,Airflow,Beginner,6,No
EMP219,Backend,Microservices,Expert,2,Yes
EMP219,Backend,Python,Expert,5,Yes
EMP219,Backend,REST API,Expert,9,Yes
EMP219,Backend,Spring Boot,Expert,3,No
EMP220,DevOps,Kubernetes,Beginner,9,No
EMP220,DevOps,Terraform,Expert,1,Yes
EMP220,DevOps,Jenkins,Beginner,11,No
EMP220,DevOps,Ansible,Expert,4,Yes
EMP221,Frontend,JavaScript,Advanced,10,No
EMP221,Frontend,React,Expert,2,Yes
EMP221,Frontend,Angular,Intermediate,5,Yes
EMP221,Frontend,CSS,Beginner,10,No
EMP221,Frontend,Bootstrap,Intermediate,10,No
EMP221,Frontend,TypeScript,Expert,3,No
EMP222,Security,SIEM,Expert,3,No
EMP222,Security,SOC,Intermediate,6,No
EMP222,Security,Firewall,Intermediate,1,No
EMP223,Security,Encryption,Intermediate,5,No
EMP223,Security,IAM,Beginner,11,Yes
EMP223,Security,SIEM,Beginner,6,No
EMP223,Security,SOC,Beginner,7,No
EMP223,Security,Pen Testing,Intermediate,12,Yes
EMP223,Security,Firewall,Expert,8,No
EMP224,Backend,FastAPI,Expert,12,Yes
EMP224,Backend,Microservices,Intermediate,2,Yes
EMP224,Backend,Java,Expert,2,Yes
EMP225,Frontend,Angular,Intermediate,5,Yes
EMP225,Frontend,TypeScript,Beginner,4,No
EMP225,Frontend,JavaScript,Expert,2,Yes
EMP226,Support,Troubleshooting,Intermediate,9,No
EMP226,Support,ServiceNow,Expert,9,Yes
EMP226,Support,ITIL,Expert,4,Yes
EMP227,Backend,Python,Advanced,4,Yes
EMP227,Backend,Microservices,Intermediate,12,No
EMP227,Backend,Django,Advanced,5,Yes
EMP227,Backend,Java,Advanced,12,Yes
EMP227,Backend,FastAPI,Advanced,3,Yes
EMP227,Backend,Flask,Advanced,11,Yes
EMP228,Data Engineering,PySpark,Intermediate,4,Yes
EMP228,Data Engineering,Snowflake,Beginner,4,Yes
EMP228,Data Engineering,Kafka,Expert,5,Yes
EMP229,AI/ML,PyTorch,Intermediate,10,Yes
EMP229,AI/ML,NLP,Advanced,2,No
EMP229,AI/ML,NumPy,Advanced,4,No
EMP230,QA,Selenium,Expert,3,No
EMP230,QA,Cypress,Beginner,11,Yes
EMP230,QA,Playwright,Intermediate,5,Yes
EMP230,QA,Manual Testing,Expert,5,Yes
EMP231,Data Engineering,Kafka,Expert,3,Yes
EMP231,Data Engineering,Snowflake,Intermediate,11,No
EMP231,Data Engineering,Databricks,Intermediate,1,Yes
EMP232,Frontend,Vue.js,Expert,8,Yes
EMP232,Frontend,HTML,Advanced,9,No
EMP232,Frontend,CSS,Intermediate,5,Yes
EMP232,Frontend,TypeScript,Advanced,10,No
EMP233,Database,MySQL,Expert,12,Yes
EMP233,Database,Oracle,Advanced,3,No
EMP233,Database,Cassandra,Advanced,10,Yes
EMP233,Database,MongoDB,Expert,8,Yes
EMP234,Frontend,CSS,Intermediate,7,No
EMP234,Frontend,HTML,Advanced,11,No
EMP234,Frontend,Bootstrap,Beginner,11,Yes
EMP235,Cloud,S3,Intermediate,1,Yes
EMP235,Cloud,Azure Storage,Intermediate,12,Yes
EMP235,Cloud,AWS,Intermediate,10,Yes
EMP235,Cloud,Terraform,Advanced,2,No
EMP235,Cloud,GCP,Beginner,9,Yes
EMP235,Cloud,EC2,Expert,2,No
EMP236,QA,Postman,Beginner,10,No
EMP236,QA,JUnit,Advanced,4,No
EMP236,QA,Playwright,Advanced,9,Yes
EMP236,QA,Selenium,Intermediate,8,No
EMP236,QA,API Testing,Advanced,8,Yes
EMP237,Security,Pen Testing,Advanced,10,No
EMP237,Security,Encryption,Expert,10,No
EMP237,Security,IAM,Intermediate,4,No
EMP237,Security,Firewall,Advanced,5,No
EMP238,Cloud,Networking,Expert,7,No
EMP238,Cloud,S3,Intermediate,9,No
EMP238,Cloud,EC2,Intermediate,3,Yes
EMP238,Cloud,GCP,Beginner,6,Yes
EMP238,Cloud,Terraform,Beginner,9,Yes
EMP238,Cloud,AWS,Advanced,1,Yes
EMP239,Security,Encryption,Advanced,1,Yes
EMP239,Security,OWASP,Expert,6,No
EMP239,Security,IAM,Expert,10,Yes
EMP240,Support,ITIL,Intermediate,8,No
EMP240,Support,Active Directory,Advanced,8,Yes
EMP240,Support,Troubleshooting,Expert,7,No
EMP241,DevOps,Jenkins,Intermediate,10,Yes
EMP241,DevOps,Terraform,Beginner,10,Yes
EMP241,DevOps,Azure DevOps,Beginner,3,No
EMP241,DevOps,Ansible,Expert,12,Yes
EMP242,DevOps,Linux,Advanced,4,No
EMP242,DevOps,Azure DevOps,Expert,4,Yes
EMP242,DevOps,Docker,Advanced,2,Yes
EMP243,Backend,Java,Beginner,4,No
EMP243,Backend,Python,Expert,6,Yes
EMP243,Backend,Flask,Expert,11,Yes
EMP244,Security,Firewall,Beginner,2,Yes
EMP244,Security,Encryption,Beginner,9,Yes
EMP244,Security,Azure Security,Intermediate,10,No
EMP244,Security,IAM,Advanced,1,No
EMP245,Cloud,Networking,Beginner,7,No
EMP245,Cloud,EC2,Expert,6,Yes
EMP245,Cloud,Azure,Advanced,7,Yes
EMP245,Cloud,Terraform,Advanced,1,No
EMP245,Cloud,S3,Advanced,9,Yes
EMP245,Cloud,AWS,Expert,12,No
EMP246,Cloud,Terraform,Expert,12,No
EMP246,Cloud,GCP,Advanced,9,Yes
EMP246,Cloud,Networking,Expert,8,No
EMP247,Data Engineering,Airflow,Beginner,7,Yes
EMP247,Data Engineering,PySpark,Intermediate,12,Yes
EMP247,Data Engineering,Delta Lake,Intermediate,9,No
EMP247,Data Engineering,Azure Data Factory,Advanced,12,Yes
EMP247,Data Engineering,SQL,Expert,11,Yes
EMP247,Data Engineering,Snowflake,Beginner,9,No
EMP248,Frontend,JavaScript,Beginner,10,Yes
EMP248,Frontend,React,Intermediate,4,Yes
EMP248,Frontend,HTML,Intermediate,5,No
EMP248,Frontend,Angular,Expert,7,No
EMP248,Frontend,Bootstrap,Expert,8,No
EMP248,Frontend,Vue.js,Intermediate,2,Yes
EMP249,Support,ServiceNow,Intermediate,11,Yes
EMP249,Support,Active Directory,Expert,10,No
EMP249,Support,Windows,Expert,4,Yes
EMP250,Data Engineering,Azure Data Factory,Advanced,9,No
EMP250,Data Engineering,Airflow,Beginner,7,Yes
EMP250,Data Engineering,Databricks,Expert,8,No
EMP251,Database,Redis,Expert,6,No
EMP251,Database,PostgreSQL,Beginner,5,No
EMP251,Database,Oracle,Intermediate,2,Yes
EMP251,Database,MongoDB,Advanced,1,Yes
EMP251,Database,Cassandra,Beginner,5,No
EMP252,Database,PostgreSQL,Expert,6,No
EMP252,Database,Cassandra,Intermediate,8,No
EMP252,Database,MongoDB,Beginner,10,No
EMP252,Database,SQLite,Expert,7,Yes
EMP253,Support,Troubleshooting,Advanced,11,No
EMP253,Support,Active Directory,Beginner,6,No
EMP253,Support,Networking,Intermediate,4,Yes
EMP253,Support,ITIL,Advanced,5,No
EMP254,DevOps,Docker,Advanced,4,Yes
EMP254,DevOps,Jenkins,Expert,1,No
EMP254,DevOps,Linux,Expert,3,No
EMP254,DevOps,Git,Advanced,5,No
EMP254,DevOps,Terraform,Intermediate,4,No
EMP254,DevOps,Ansible,Expert,3,Yes
EMP255,Frontend,HTML,Intermediate,6,No
EMP255,Frontend,JavaScript,Advanced,4,Yes
EMP255,Frontend,Vue.js,Intermediate,7,Yes
EMP255,Frontend,TypeScript,Advanced,6,No
EMP256,QA,JUnit,Expert,7,Yes
EMP256,QA,Selenium,Expert,2,Yes
EMP256,QA,Postman,Advanced,10,No
EMP256,QA,Manual Testing,Expert,10,No
EMP256,QA,Playwright,Beginner,8,Yes
EMP256,QA,Cypress,Expert,1,No
EMP257,Backend,Spring Boot,Intermediate,11,Yes
EMP257,Backend,REST API,Expert,10,No
EMP257,Backend,Microservices,Intermediate,5,No
EMP258,AI/ML,Pandas,Advanced,11,No
EMP258,AI/ML,TensorFlow,Beginner,10,Yes
EMP258,AI/ML,Python,Intermediate,7,No
EMP258,AI/ML,NLP,Intermediate,3,No
EMP258,AI/ML,XGBoost,Advanced,12,Yes
EMP259,AI/ML,PyTorch,Expert,2,Yes
